Id,Ano,Numero_Accidente,Provincia,Mes,Dia,Hora,Dia_Semana,Tipo_Dia,Vehiculos_Implicados,Carretera,Pk,Km,Hm,Sentido,Zona,Tipo_Via,Anchura_Calzada,Anchura_Carril,Marcas_Viales,Arcen,Arcen_Pavimentado,Mediana,Barrera_Seguridad,Paneles_Direccionales,Hitos_Arista,Captafaros,Interseccion_Tipo,Interseccion_Acondicionamiento,Prioridad_Regulada_por,Superficie,Luminosidad,Factores_Atmosfericos,Visibilidad_Restringida_por,Otras_Circunstancias,Senalizacion_Peligro,Aceras,Arboles,Arboles_Metros_Calzada,Visibilidad_Senalizacion_Vertical,Colision_Vehiculos_Marcha,Colision_Vehiculo_Obstaculo_1,Colision_Vehiculo_Obstaculo_2,Atropello_1,Atropello_2,Vuelco_1,Vuelco_2,Salida_Sin_Colision,Salida_Con_Colision,Lado_Salida,Otro,Circulacion,Circulacion_Medidas_Especiales,Distraccion,Inexperiencia_Conductor,Alcohol_Drogas,Cansancio_Sueno,Enfermedad,Velocidad_Inadecuada,Infraccion_Norma_Circulacion,Estado_Condicion_Via,Estado_Condicion_Senalizacion,Tramo_Obras,Mal_Estado_Vehiculo,Averia_Mecanica,Meteorologia_Adversa,Irrupcion_Animal,Circular_Sentido_Contrario,Otro_Factor,Sin_Opinion_Definida,Pendiente,Curvatura,Peralte,GPS_x,GPS_y,GPS_z,Tipo_Est,IMD,N_Muertos,N_Graves,N_Leves,Hora_Real,Fuera_o_Interseccion
12463,4,2008120000657,2,4,11,3,5,1,2,CV-222,4.9,4,9,0,1,5,2,2,3,3,2,1,1,1,1,1,2,1,3,1,1,1,2,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,744221.646,4422007.296,33.358,Cob,7191,0,1,0,7,6
12464,4,2008120000659,2,4,13,3,7,3,1,CV-141,0,0,0,1,1,5,3,2,3,4,2,1,2,2,2,2,5,1,4,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,788413.217,4473920.958,-12.052,Cob,6704,0,0,1,9,6
12466,4,2008120000661,2,4,9,3,3,1,1,CV-215,1.6,1,6,1,1,5,2,2,3,3,2,1,2,2,1,1,7,7,8,3,1,4,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,2,719691.297,4421479.945,459.017,Cob,112,0,0,3,8,3
12467,4,2008120000697,2,4,14,3,1,1,1,CV-160,7,7,0,1,1,5,3,2,3,1,2,1,1,2,1,1,7,7,8,1,1,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,749289.058,4443584.972,273.092,Cob,1561,0,0,1,8,3
12471,4,2008120000700,2,4,15,3,2,1,3,CV-10,5.8,5,8,0,1,5,3,2,3,5,2,2,1,1,2,1,3,2,8,1,1,1,9,13,1,1,3,NaN,1,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,739777.493,4420448.371,82.832,Sec,37086,0,0,4,7,6
12472,4,2008120000706,2,4,17,4,4,1,1,CV-25,28,28,0,0,1,5,1,3,3,1,2,1,2,2,1,1,7,7,8,1,1,1,2,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,65,NaN,60,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,3,2,712252.315,4409406.87,504.694,Cob,574,0,0,2,11,4
12473,4,2008120000723,2,4,17,3,4,1,1,CV-10,56.3,56,3,0,1,5,3,2,3,3,2,1,1,2,2,1,7,7,8,3,1,4,2,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,761874.716,4461805.502,236.286,Cob,4050,0,0,0,9,4
12474,4,2008120000726,2,4,20,1,7,3,1,CV-230,1.1,1,1,1,1,5,3,2,3,4,2,1,2,2,1,2,7,7,8,3,5,1,2,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,739932.183,4408095.88,16.968,Cob,772,0,0,1,2,5
12477,4,2008120000731,2,4,10,6,4,1,3,CV-20,9.8,9,8,1,1,5,3,2,3,3,2,2,1,2,1,1,5,6,4,1,1,1,9,14,1,1,3,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,708293.398,4440539.551,582.365,Pri,18731,0,0,0,18,6
12478,4,2008120000732,2,4,10,6,4,1,1,CV-16,9.1,9,1,0,1,5,3,2,3,3,2,1,2,1,1,2,7,7,8,1,4,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,742954.543,4436603.14,127.335,Sec,7336,0,0,1,21,1
12480,4,2008120000762,2,4,23,3,3,1,2,CV-135,14.8,14,8,0,1,5,3,2,3,3,2,1,1,1,1,2,6,5,3,1,1,1,9,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,784541.249,4484132.876,102.254,Pri,3531,0,0,1,7,6
12481,4,2008120000773,2,4,22,4,2,1,1,CV-170,26.5,26,5,1,1,5,3,2,3,1,2,1,1,2,1,1,7,7,5,1,1,1,9,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,734858.597,4461339.778,945.286,Cob,198,0,0,1,12,3
12482,4,2008120000778,2,4,22,5,2,1,1,CV-148,3.2,3,2,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,67,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,766621.297,4446086.931,11.359,Cob,679,0,1,0,16,1
12484,4,2008120000779,2,4,25,4,5,1,2,CV-20,0.9,0,9,1,1,5,3,2,3,2,2,2,1,1,1,1,1,6,4,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,703693.147,4444052.746,581.097,Sec,15185,0,1,1,14,6
12485,4,2008120000781,2,4,14,1,1,4,1,CV-190,5.5,5,5,1,1,5,3,2,3,1,2,1,2,2,1,1,7,7,5,1,5,1,2,14,1,1,1,NaN,2,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,2,3,708980.435,4451033.742,981.307,Cob,5592,0,0,0,4,5
12488,4,2008120000783,2,4,26,3,6,2,1,CV-14,9.9,9,9,1,1,5,3,2,3,3,2,1,2,2,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,738463.464,4513897.544,617.677,Sec,1179,0,0,4,7,4
12489,4,2008120000784,2,4,26,6,6,2,1,CV-148,0,0,0,0,1,5,1,3,2,1,2,1,1,1,1,1,7,7,8,1,1,1,3,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,65,NaN,60,NaN,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,758741.63,4448811.405,236.641,Cob,679,0,1,1,17,2
12491,4,2008120000788,2,4,27,2,7,3,1,CV-149,2,2,0,1,1,5,3,2,3,4,2,2,2,1,1,1,7,7,8,1,3,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,757571.538,4435275.84,-17.475,Sec,13579,0,0,1,5,1
12492,4,2008120000791,2,4,27,4,7,3,1,CV-195,7,7,0,1,1,5,2,3,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,716009.852,4443487.766,830.545,Pri,841,0,1,0,14,2
12494,4,2008120000804,2,4,23,6,3,1,2,CV-190,1.7,1,7,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,5,1,9,14,3,1,3,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,738335.955,4439592.783,228.361,Cob,5592,0,0,1,21,1
12496,4,2008120000807,2,4,28,6,1,4,2,CV-135,21.5,21,5,0,1,5,2,3,3,1,2,1,1,1,1,1,6,5,3,1,1,1,9,14,1,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,789518.25,4481062.472,2.969,Pri,3531,0,0,1,20,6
12499,4,2008120000811,2,4,15,3,2,1,3,CV-10,9.9,9,9,0,1,5,2,2,3,4,2,2,2,1,1,1,7,7,7,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,740342.895,4424365.822,74.607,Sec,39142,0,0,0,10,2
12501,4,2008120000813,2,4,22,6,2,1,2,CV-10,17,17,0,0,1,5,3,2,3,3,2,2,2,1,2,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,744357.301,4429845.407,60.22,Cob,22256,0,0,0,17,1
12502,4,2008120000836,2,4,29,6,2,1,1,CV-10,41.1,41,1,1,1,5,3,2,3,3,2,1,2,2,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,759174.087,4456043.158,285.659,NaN,0,0,0,0,17,1
12503,4,2008120000839,2,5,1,1,4,1,1,CV-10,71.7,71,7,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,5,1,9,14,3,1,3,NaN,1,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,767199.89,4475374.605,250.505,Pri,3096,0,0,0,23,1
12505,4,2008120000840,2,4,29,3,2,1,2,CV-16,7.3,7,3,0,1,5,3,2,3,3,2,2,2,2,2,2,7,7,8,1,1,1,9,14,3,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,2,743453.965,4435134.778,150.04,Sec,0,0,0,0,8,1
12507,4,2008120000841,2,4,29,4,2,1,2,CV-151,0,0,0,1,1,5,3,2,3,4,2,1,2,2,2,2,5,6,4,1,1,1,9,14,3,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,2,1,748213.103,4433694.393,105.447,Pri,26842,0,0,0,11,6
12508,4,2008120000849,2,5,2,6,5,1,1,CV-10,31,31,0,0,1,5,3,2,3,4,2,2,2,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,67,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,752969.759,4439452.33,201.466,Cob,14165,0,0,0,20,1
12509,4,2008120000855,2,5,5,6,1,4,1,CV-135,21.1,21,1,1,1,5,2,3,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,57,NaN,50,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,773973.822,4485621.831,307.747,Pri,3531,0,0,0,18,1
12510,4,2008120000863,2,5,7,4,3,1,1,CV-15,27.1,27,1,1,1,5,2,3,3,3,2,1,2,2,1,1,7,7,8,1,1,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,65,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,743403.207,4477648.573,763.881,Per,2792,0,1,0,11,3
12511,4,2008120000864,2,5,8,4,4,1,1,CV-222,3.3,3,3,0,1,5,2,2,3,3,2,1,1,2,1,1,7,7,8,1,1,4,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,742713.704,4422464.502,47.397,Cob,7191,0,0,1,14,2
12514,4,2008120000867,2,5,8,6,4,1,2,CV-230,17.8,17,8,1,1,5,2,2,3,3,2,1,2,1,1,1,7,7,8,3,1,5,2,14,1,1,1,NaN,2,1,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,728388.325,4412914.555,341.041,Sec,2257,0,0,2,20,4
12515,4,2008120000871,2,5,6,6,2,1,1,CV-10,10.5,10,5,0,1,5,3,2,3,4,2,2,2,2,2,2,7,7,8,1,2,1,9,14,3,1,1,NaN,2,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,740393.283,4424945.891,76.615,Sec,39142,0,0,0,21,1
12516,4,2008120000873,2,5,9,6,5,1,1,CV-14,4.5,4,5,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,3,5,4,9,14,3,1,3,NaN,1,NaN,NaN,,NaN,,NaN,,57,NaN,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,742264.411,4501041.645,737.498,Sec,1179,0,0,1,22,2
12519,4,2008120000875,2,5,11,2,7,3,1,CV-10,73.5,73,5,1,1,5,3,2,3,4,2,1,1,1,2,2,7,7,8,3,2,9,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,52,50,NaN,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,744539.359,4429955.225,50.411,Pri,3096,0,3,1,6,1
12522,4,2008120000900,2,5,7,6,3,1,2,CV-18,5.9,5,9,1,1,5,3,2,3,3,2,1,2,2,1,1,1,1,7,1,1,1,9,14,3,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,748346.605,4420071.728,1.224,Cob,16390,0,0,1,18,6
12523,4,2008120000918,2,5,14,3,3,1,1,CV-15,1,1,0,1,1,5,3,3,3,3,2,1,2,2,2,2,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,728671.61,4482955.896,1147.859,Pri,10514,0,0,0,8,2
12524,4,2008120000932,2,5,16,6,5,1,1,CV-15,43.2,43,2,0,1,5,3,2,3,3,2,1,1,1,2,2,7,7,7,1,1,5,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,745261.532,4475667.921,691.42,Cob,1648,0,0,2,17,2
12526,4,2008120000942,2,5,8,6,4,1,2,CV-222,7.5,7,5,0,1,5,3,2,3,3,2,1,2,1,2,2,5,1,8,3,2,4,9,14,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,746398.759,4420978.667,21.446,Cob,10400,0,0,0,20,6
12528,4,2008120000945,2,5,19,6,1,1,1,CV-12,7,7,0,0,1,5,3,2,3,1,2,1,1,2,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,742150.669,4488114.27,912.421,Cob,730,0,1,0,19,4
12529,4,2008120000948,2,5,11,5,7,3,1,CV-20,21.6,21,6,1,1,5,3,2,3,1,2,1,2,1,1,2,7,7,8,3,1,4,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,715578.72,4438094.58,365.344,Cob,609,0,0,1,16,5
12530,4,2008120000949,2,5,11,6,7,3,1,CV-10,13.1,13,1,1,1,5,3,2,3,4,2,2,2,1,1,2,7,7,8,3,1,4,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,769702.465,4480366.392,305.062,Sec,39142,0,0,0,18,1
12531,4,2008120000951,2,5,13,5,2,1,1,CV-190,5.8,5,8,1,1,5,3,2,3,1,2,1,2,2,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,709121.12,4451186.68,958.614,Cob,5592,0,0,1,16,1
12533,4,2008120000954,2,5,16,3,5,1,2,CV-20,4.5,4,5,1,1,5,3,2,3,3,2,2,1,1,1,1,5,3,4,1,1,1,9,14,1,2,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,705737.012,4441908.829,626.883,Pri,18731,0,0,0,9,6
12536,4,2008120000957,2,5,19,4,1,4,2,CV-20,21.8,21,8,0,1,5,2,3,3,3,2,1,2,2,1,1,7,7,8,3,1,4,2,14,2,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,2,2,2,728226.378,4432603.528,230.989,Cob,609,0,0,0,13,3
12537,4,2008120000958,2,5,20,5,2,1,1,CV-160,9.6,9,6,1,1,5,3,2,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,747485.875,4441705.588,279.255,Cob,1561,0,0,0,16,2
12538,4,2008120000959,2,5,20,6,2,1,1,CV-10,22,22,0,1,1,5,3,2,3,4,2,2,2,2,2,2,7,7,8,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,766343.142,4472579.874,226.952,Pri,21352,0,0,0,19,1
12540,4,2008120000960,2,5,21,3,3,1,2,CV-20,9.6,9,6,0,1,5,3,1,3,2,2,1,1,1,1,1,5,6,8,1,1,1,9,14,3,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,736183.173,4427437.255,149.158,Pri,18731,0,0,0,9,6
12542,4,2008120000963,2,5,22,4,4,1,2,CV-18,4.2,4,2,0,1,5,3,2,3,4,2,1,1,2,1,2,1,1,8,1,1,1,9,14,2,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,751347.015,4424581.575,17.41,Cob,16390,0,0,0,11,6
12543,4,2008120000969,2,5,25,2,7,3,1,CV-15,70.5,70,5,1,1,5,3,3,3,3,2,1,1,1,1,1,7,7,8,1,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,754899.996,4446426.697,233.852,Cob,1083,0,1,0,6,1
12544,4,2008120000970,2,5,25,3,7,3,1,CV-183,1.8,1,8,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,5,1,1,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,51,50,NaN,1,4,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,752216.063,4426224.151,7.457,Cob,6314,0,0,1,8,1
12545,4,2008120000972,2,5,25,4,7,3,1,CV-18,6,6,0,1,1,5,3,2,3,3,2,1,2,2,1,2,7,7,8,3,1,5,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,748414.215,4420145.02,1.186,Cob,16390,0,0,0,11,2
12549,4,2008120000985,2,6,1,3,7,3,2,CV-162,5.4,5,4,0,1,5,1,3,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,1,2,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,750188.551,4450284.466,234.759,Cob,1350,0,0,0,7,2
12550,4,2008120000988,2,6,1,6,7,3,1,CV-18,5,5,0,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,5,3,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,750950.304,4423926.085,8.337,Cob,16390,0,0,2,21,1
12551,4,2008120001012,2,6,4,1,3,1,1,CV-135,16.8,16,8,1,1,5,2,3,3,1,2,1,1,1,1,1,7,7,8,1,5,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,3,777248.504,4483792.574,274.294,Pri,3531,0,0,1,2,1
12552,4,2008120001053,2,6,1,6,7,3,1,CV-12,10,10,0,1,1,5,2,2,3,1,2,1,2,1,1,1,7,7,8,3,1,5,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,743451.169,4492648.3,898.648,Cob,730,0,0,0,17,1
12554,4,2008120001057,2,6,7,5,6,2,2,CV-10,84.5,84,5,0,1,5,2,3,3,1,2,1,2,2,1,1,7,7,8,1,1,1,2,14,1,1,3,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,3,772298.077,4485402.577,297.421,Cob,1531,0,0,0,15,5
12555,4,2008120001058,2,6,7,3,6,2,1,CV-235,9.5,9,5,1,1,5,3,2,3,3,2,1,2,2,2,1,7,7,5,1,1,1,9,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,695922.084,4415975.991,903.36,Cob,789,0,1,0,9,5
12556,4,2008120001059,2,6,7,4,6,2,1,CV-190,56.1,56,1,1,1,5,2,2,3,3,2,1,2,2,1,1,7,7,5,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,737419.618,4444189.031,312.587,Cob,200,0,1,0,11,4
12558,4,2008120001060,2,6,8,1,7,3,2,CV-195,3.6,3,6,0,1,5,2,3,3,1,2,1,2,2,1,1,7,7,8,1,5,1,2,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,71,1,4,2,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,707788.442,4424309.977,584.547,Cob,2469,0,0,0,1,3
12559,4,2008120001063,2,6,8,6,7,3,1,CV-18,12.4,12,4,1,1,5,3,2,3,3,2,2,2,1,1,1,7,7,8,3,4,4,9,14,3,1,3,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,751706.604,4424936.956,9.103,Cob,11773,0,0,1,21,1
12560,4,2008120001065,2,6,9,3,1,1,1,CV-10,33.6,33,6,1,1,5,3,2,3,4,2,2,2,1,1,1,7,7,5,1,1,5,9,14,3,1,3,NaN,1,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,762389.535,4462401.673,220.795,Cob,14165,0,0,1,9,2
12563,4,2008120001066,2,6,9,3,1,4,2,CV-10,56.3,56,3,0,1,5,3,2,3,3,2,1,1,2,2,1,7,7,8,3,1,5,8,13,1,1,1,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,761874.716,4461805.502,236.286,Cob,4050,0,0,2,10,1
12566,4,2008120001087,2,6,2,6,1,4,3,CV-151,0.1,0,1,1,1,5,3,2,3,3,2,2,2,1,1,1,5,1,4,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,748213.102,4433603.176,103.192,Pri,26842,0,0,0,18,6
12567,4,2008120001111,2,6,9,3,1,4,1,CV-10,56.3,56,3,0,1,5,3,2,3,3,2,1,1,2,2,2,7,7,8,3,1,4,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,2,1,1,1,1,1,1,1,1,1,1,2,1,1,761874.716,4461805.502,236.286,Cob,4050,0,0,0,8,2
12570,4,2008120001112,2,6,9,4,1,4,2,CV-133,7.9,7,9,1,1,5,1,3,3,1,2,1,1,2,2,2,7,7,8,3,1,4,9,14,2,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,2,1,2,1,1,1,1,1,1,1,1,1,2,1,1,769572.388,4465726.594,208.898,Cob,562,0,0,0,12,3
