Id,Ano,Numero_Accidente,Provincia,Mes,Dia,Hora,Dia_Semana,Tipo_Dia,Vehiculos_Implicados,Carretera,Pk,Km,Hm,Sentido,Zona,Tipo_Via,Anchura_Calzada,Anchura_Carril,Marcas_Viales,Arcen,Arcen_Pavimentado,Mediana,Barrera_Seguridad,Paneles_Direccionales,Hitos_Arista,Captafaros,Interseccion_Tipo,Interseccion_Acondicionamiento,Prioridad_Regulada_por,Superficie,Luminosidad,Factores_Atmosfericos,Visibilidad_Restringida_por,Otras_Circunstancias,Senalizacion_Peligro,Aceras,Arboles,Arboles_Metros_Calzada,Visibilidad_Senalizacion_Vertical,Colision_Vehiculos_Marcha,Colision_Vehiculo_Obstaculo_1,Colision_Vehiculo_Obstaculo_2,Atropello_1,Atropello_2,Vuelco_1,Vuelco_2,Salida_Sin_Colision,Salida_Con_Colision,Lado_Salida,Otro,Circulacion,Circulacion_Medidas_Especiales,Distraccion,Inexperiencia_Conductor,Alcohol_Drogas,Cansancio_Sueno,Enfermedad,Velocidad_Inadecuada,Infraccion_Norma_Circulacion,Estado_Condicion_Via,Estado_Condicion_Senalizacion,Tramo_Obras,Mal_Estado_Vehiculo,Averia_Mecanica,Meteorologia_Adversa,Irrupcion_Animal,Circular_Sentido_Contrario,Otro_Factor,Sin_Opinion_Definida,Pendiente,Curvatura,Peralte,GPS_x,GPS_y,GPS_z,Tipo_Est,IMD,N_Muertos,N_Graves,N_Leves,Hora_Real,Fuera_o_Interseccion
6138,2,2006460009087,3,11,10,4,5,1,3,CV-50,11,11,0,0,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,2,1,3,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,729208.762,4330246.509,61.844,Cob,12744,0,0,1,12,1
6141,2,2006460009106,3,11,4,4,6,1,1,CV-50,85,85,0,1,1,6,3,2,3,1,2,1,1,1,1,1,7,7,8,3,1,5,9,14,1,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,731352.797,4328791.775,82.056,Cob,4852,0,0,1,14,1
6145,2,2006460009123,3,11,6,6,1,4,3,CV-36,5,5,0,1,1,2,3,2,3,4,2,2,1,1,2,2,7,7,8,1,5,1,9,14,2,1,3,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,721176.572,4368907.926,5.196,Cob,34231,0,0,2,19,2
6147,2,2006460009134,3,11,13,6,1,4,2,CV-410,4.9,4,9,1,1,2,3,2,3,3,2,2,2,1,2,2,5,1,8,1,1,1,9,13,1,1,3,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,718317.793,4369767.015,25.361,Pri,30864,0,0,2,17,6
6149,2,2006460009154,3,11,7,6,2,1,2,CV-33,4,4,0,0,1,2,3,2,3,3,2,2,2,2,2,2,3,1,4,3,4,4,9,14,1,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,721347.365,4365484.315,5.098,Sec,25041,0,0,1,17,6
6151,2,2006460009165,3,11,14,6,2,1,1,CV-645,0,0,0,1,1,5,1,2,3,2,2,2,2,2,2,2,7,7,7,1,5,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,51,50,NaN,1,4,1,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,714755.624,4319457.267,70.296,Cob,12622,0,0,0,21,5
6155,2,2006460009190,3,10,29,1,7,3,2,CV-50,74.5,74,5,0,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,4,1,9,13,2,1,3,NaN,2,1,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,698712.905,4373494.794,195.944,Cob,4852,0,6,0,3,1
6156,2,2006460009200,3,11,15,3,3,1,1,CV-40,12.4,12,4,0,1,2,3,2,3,4,2,2,2,2,2,2,7,7,5,1,1,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,64,60,NaN,1,4,1,2,1,1,1,1,1,1,1,1,2,2,1,1,1,1,1,2,1,1,710368.946,4309296.841,285.843,Cob,21403,0,0,0,8,1
6158,2,2006460009203,3,11,10,5,5,1,2,CV-33,0.8,0,8,0,1,2,3,2,3,1,2,1,2,2,2,2,5,1,8,1,1,1,9,14,3,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,717224.685,4371822.025,33.871,Cob,22855,0,0,0,16,6
6159,2,2006460009204,3,11,10,3,5,1,1,CV-300,2,2,0,1,1,5,2,2,3,3,2,1,2,2,2,2,7,7,8,1,1,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,727983.178,4380179.791,45.352,Pri,15217,0,0,0,8,1
6161,2,2006460009206,3,11,10,3,5,1,2,CV-35,18.5,18,5,1,1,2,2,2,3,3,2,2,2,2,2,2,4,1,8,1,1,1,9,14,3,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,663606.834,4415726.501,824.491,Per,43300,0,0,1,8,6
6164,2,2006460009208,3,11,10,3,5,1,3,CV-35,9.4,9,4,0,1,2,3,2,3,3,2,2,2,2,2,2,7,7,5,1,1,1,9,14,1,1,1,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,717000.649,4381150.201,91.75,Per,76008,0,0,0,8,1
6166,2,2006460009215,3,11,11,6,6,2,1,CV-36,3,3,0,0,1,2,3,2,3,3,2,2,2,2,2,2,7,7,8,1,2,1,9,14,1,1,1,NaN,2,NaN,30,30,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,2,715198.934,4369376.425,46.492,Pri,83400,0,0,1,17,1
6168,2,2006460009219,3,11,16,6,4,1,2,CV-33,0,0,0,1,1,2,3,2,3,3,2,2,2,2,2,2,5,1,4,1,3,1,9,14,1,1,1,NaN,1,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,719794.305,4367686.054,16.824,Cob,22855,0,0,0,22,6
6170,2,2006460009236,3,11,12,3,7,3,1,CV-245,12,12,0,0,1,5,3,2,3,1,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,56,NaN,50,NaN,1,4,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,697058.207,4404610.052,705.755,Cob,740,0,0,1,10,2
6173,2,2006460009262,3,11,18,6,6,2,1,CV-660,6.7,6,7,1,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,4,1,9,14,3,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,702309.753,4299128.161,456.115,Cob,717,0,1,3,18,1
6174,2,2006460009263,3,11,18,1,6,2,1,CV-60,28.3,28,3,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,5,1,9,14,1,1,3,NaN,2,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,1,719941.876,4307724.447,168.179,Cob,14874,0,0,0,0,1
6175,2,2006460009274,3,11,13,6,1,4,1,CV-35,16.5,16,5,1,1,2,3,2,3,4,2,2,2,2,2,2,7,7,8,1,5,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,662703.191,4417016.833,872.346,Per,43300,0,0,0,21,1
6177,2,2006460009277,3,11,14,6,2,1,2,CV-50,92,92,0,0,1,5,2,2,3,3,2,1,1,1,1,1,7,7,8,1,2,1,9,14,2,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,706276.509,4387822.529,128.988,Per,8799,0,0,2,18,1
6181,2,2006460009287,3,11,15,4,3,1,1,CV-35,18,18,0,0,1,2,3,2,3,4,2,2,2,2,2,2,7,7,8,1,1,1,9,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,54,50,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,710899.038,4386649.983,113.72,Per,43300,0,0,0,14,1
6184,2,2006460009302,3,11,15,3,3,1,3,CV-33,2.5,2,5,0,1,2,3,2,3,3,2,2,2,2,2,2,7,7,8,1,4,1,9,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,722133.871,4364134.63,-3.829,Cob,20510,0,0,3,7,1
6188,2,2006460009322,3,11,20,6,1,1,2,CV-35,4.7,4,7,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,8,1,3,1,9,14,3,1,1,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,655438.606,4422882.603,942.46,Per,129800,0,0,3,20,1
6189,2,2006460009340,3,11,22,6,3,1,1,CV-31,3,3,0,0,1,5,3,2,3,4,2,2,2,1,1,2,7,7,8,1,3,1,9,14,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,720812.559,4377211.529,34.139,Cob,30893,0,0,0,20,2
6192,2,2006460009352,3,11,17,3,5,1,3,CV-50,91.7,91,7,0,1,5,3,2,3,3,2,1,1,2,2,1,1,1,3,3,5,4,9,14,2,1,3,NaN,2,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,706127.851,4387565.067,128.225,Per,8799,0,0,1,7,6
6194,2,2006460009356,3,11,17,4,5,1,2,CV-35,3.5,3,5,1,1,2,3,2,3,4,2,2,2,2,2,2,7,7,5,1,1,1,9,14,1,1,3,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,2,1,654507.777,4422863.684,906.357,Per,129800,0,0,1,14,1
6198,2,2006460009367,3,11,22,6,3,1,4,CV-50,25.1,25,1,1,1,2,3,2,3,4,2,2,1,2,2,1,7,7,8,1,5,1,9,13,3,1,3,NaN,2,NaN,30,32,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,700036.859,4368045.728,241.767,Sec,29007,0,0,1,19,1
6199,2,2006460009388,3,11,18,2,6,2,1,CV-36,0.5,0,5,0,1,2,3,2,3,3,2,2,2,2,2,2,7,7,8,1,3,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,2,2,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,717637.83,4369557.553,41.95,Pri,83400,0,0,0,5,1
6201,2,2006460009394,3,11,19,1,7,3,1,CV-50,87.2,87,2,1,1,5,3,2,3,3,2,1,2,2,2,2,7,7,8,1,5,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,61,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,732990.854,4327759.933,30.484,Cob,8799,0,1,0,23,2
6203,2,2006460009401,3,11,25,6,6,2,2,CV-686,0,0,0,1,1,5,3,2,3,3,2,1,2,1,2,2,5,6,4,1,1,1,9,14,1,1,3,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,743544.593,4315914.786,8.187,Cob,33010,0,0,1,19,6
6209,2,2006460009435,3,11,24,6,5,1,1,CV-550,5.7,5,7,1,1,5,2,2,3,3,2,1,1,2,2,2,7,7,8,1,4,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,12,9,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,716110.097,4334341.169,-6.744,Cob,12529,0,0,1,18,1
6213,2,2006460009436,3,11,27,6,1,1,2,CV-715,1.7,1,7,0,1,5,3,2,3,3,2,1,1,1,1,1,1,1,5,1,5,1,9,14,2,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,751827.145,4301998.832,68.366,Cob,5836,0,0,2,18,6
6215,2,2006460009486,3,11,22,3,3,1,2,CV-35,19.5,19,5,1,1,2,3,2,3,4,2,2,2,2,2,2,7,7,5,1,1,1,2,8,3,1,3,NaN,2,3,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,2,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,664095.689,4414953.578,816.731,Per,43300,0,0,2,9,2
6218,2,2006460009494,3,11,22,6,3,1,3,CV-35,17,17,0,1,1,2,3,2,4,4,2,2,2,1,2,2,7,7,8,1,5,1,9,8,1,1,3,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,2,1,1,1,1,1,2,1,1,2,1,1,1,1,1,1,1,2,1,1,662757.921,4416523.85,866.802,Per,43300,0,0,4,18,1
6221,2,2006460009497,3,11,24,6,5,1,2,CV-400,4.6,4,6,0,1,5,3,2,3,1,2,1,1,2,1,1,5,1,4,1,3,1,9,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,722949.032,4365447.396,-5.739,Cob,22051,0,0,1,20,6
6223,2,2006460009501,3,11,29,4,3,1,2,CV-705,16.1,16,1,0,1,5,1,3,4,3,2,1,1,1,1,1,7,7,8,3,1,9,9,14,3,1,3,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,728063.965,4303567.893,418.221,Cob,211,0,0,2,11,2
6225,2,2006460009504,3,11,24,6,5,1,2,CV-32,3.1,3,1,1,1,2,3,2,3,3,2,2,2,1,2,2,5,1,8,1,3,1,9,14,1,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,727246.316,4385460.269,17.492,Cob,11800,0,0,1,20,6
6226,2,2006460009517,3,11,30,5,4,1,1,CV-60,29.6,29,6,0,1,1,3,2,3,3,2,1,2,1,1,1,3,4,8,1,1,1,9,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,736868.56,4311947.838,146.366,Cob,14874,0,0,0,16,6
6229,2,2006460009518,3,11,30,4,4,1,2,CV-445,2.6,2,6,0,1,5,2,2,4,3,2,1,1,1,1,1,7,7,5,1,1,1,3,14,2,1,3,NaN,1,1,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,2,666921.999,4328204.31,591.888,Cob,496,0,0,4,12,2
6231,2,2006460009523,3,11,30,2,4,1,2,CV-50,23.5,23,5,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,8,3,5,9,9,14,3,1,1,NaN,2,NaN,30,32,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,699324.143,4369409.777,244.124,Sec,29007,0,0,0,6,1
6232,2,2006460009533,3,12,2,4,6,2,1,CV-81,6.9,6,9,0,1,1,2,2,3,1,2,1,2,2,2,1,7,7,8,1,1,1,2,14,1,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,66,NaN,60,NaN,1,4,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,707552.031,4297646.284,387.363,Cob,3706,0,0,1,14,5
6240,2,2006460009536,3,12,3,3,7,3,4,CV-500,13.5,13,5,0,1,5,2,2,3,4,2,1,1,1,2,2,7,7,8,1,1,1,9,14,3,1,2,2,1,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,71,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,731514.566,4357557.071,-15.074,Sec,11592,0,2,1,9,1
6241,2,2006460009588,3,12,3,3,7,3,1,CV-35,11.5,11,5,1,1,1,3,2,3,3,2,2,2,2,2,2,7,7,5,1,2,1,9,8,3,1,3,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,660727.898,4420761.226,907.118,Per,76008,0,0,0,7,1
6243,2,2006460009593,3,11,27,3,1,1,2,CV-400,1.4,1,4,1,1,2,3,2,3,4,2,1,1,1,1,2,5,1,8,1,1,1,9,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,722756.598,4365095.57,-6.044,Pri,30986,0,0,2,8,6
6245,2,2006460009595,3,11,27,5,1,1,2,CV-400,1.3,1,3,1,1,5,3,2,3,3,2,1,1,2,1,2,5,3,5,1,1,1,9,14,2,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,71,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,3,722717.75,4365014.96,-6.756,Pri,30986,0,0,0,16,6
6246,2,2006460009596,3,11,27,6,1,1,1,CV-410,1.1,1,1,0,1,5,3,2,3,3,2,1,1,2,1,1,5,2,8,1,3,1,9,14,1,1,1,NaN,1,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,717902.487,4369699.061,28.405,Cob,11943,0,0,1,18,6
6249,2,2006460009606,3,12,5,6,2,2,3,CV-50,3.4,3,4,0,1,5,2,2,3,3,2,1,1,1,2,2,1,1,8,1,5,1,2,14,1,1,1,NaN,2,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,735800.493,4327922.716,-3.228,Sec,16705,0,0,1,20,6
6253,2,2006460009609,3,11,26,1,7,3,2,CV-35,16.3,16,3,1,1,2,3,2,3,2,2,2,2,1,2,2,7,7,8,1,5,1,9,14,3,1,3,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,2,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,662700.055,4417114.899,870.817,Per,43300,0,0,1,0,1
6257,2,2006460009610,3,11,26,1,7,3,2,CV-35,16.3,16,3,1,1,2,3,2,3,2,2,2,2,1,2,2,7,7,8,1,5,1,9,14,3,1,3,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,3,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,662700.055,4417114.899,870.817,Per,43300,0,0,3,0,1
6259,2,2006460009630,3,11,30,1,4,1,1,CV-35,16,16,0,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,8,1,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,1,1,662706.406,4417512.916,878.39,Per,43300,0,0,1,23,1
6263,2,2006460009649,3,12,1,6,5,1,4,CV-35,8.6,8,6,0,1,5,3,2,3,4,2,2,2,1,2,2,7,7,5,1,3,1,9,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,717645.026,4380903.632,96.326,Per,76008,0,0,0,18,1
6265,2,2006460009651,3,12,1,6,5,1,1,CV-369,0.1,0,1,0,1,5,2,2,3,4,2,2,2,1,2,2,7,7,8,8,5,1,9,14,3,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,57,NaN,50,NaN,1,4,1,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,2,1,1,709679.513,4388161.225,124.584,NaN,0,0,0,3,21,2
6267,2,2006460009654,3,12,1,6,5,1,2,CV-36,7,7,0,1,1,5,2,2,3,3,2,1,2,1,1,1,7,7,8,1,1,1,9,14,3,1,1,NaN,1,NaN,30,32,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,722724.824,4370106.798,1.458,Sec,20301,0,0,0,17,1
6271,2,2006460009659,3,12,3,6,7,3,2,CV-35,32,32,0,0,1,2,3,2,3,3,2,1,2,1,2,2,1,1,8,1,2,1,9,14,3,1,1,NaN,1,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,700678.087,4393153.861,184.37,Per,11200,0,0,0,17,6
6276,2,2006460009661,3,12,2,4,6,2,4,CV-35,8,8,0,1,1,2,3,2,3,4,2,2,2,2,2,2,7,7,8,1,1,1,9,14,3,1,1,NaN,1,5,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,657700.159,4422076.53,1004.365,Per,91900,0,0,1,14,1
6284,2,2006460009662,3,12,3,3,7,3,2,CV-35,16,16,0,1,1,5,3,2,3,3,2,2,2,1,1,2,7,7,8,1,1,1,9,14,3,1,3,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,2,1,1,1,1,1,1,2,1,1,1,1,1,1,1,2,1,1,662706.406,4417512.916,878.39,Per,43300,0,0,5,9,1
6293,2,2006460009663,3,12,2,6,6,2,3,CV-400,1.5,1,5,0,1,5,3,2,3,4,2,2,2,2,2,2,5,1,6,1,4,1,9,14,3,1,3,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,2,1,723815.234,4368223.978,-2.966,Pri,30986,0,0,4,17,6
6294,2,2006460009666,3,12,8,3,5,3,1,CV-245,15,15,0,1,1,5,3,2,3,3,2,1,1,1,1,1,7,7,8,1,1,1,9,14,3,1,3,NaN,2,NaN,30,32,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,2,1,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,2,702795.814,4410788.519,832.776,Cob,740,0,0,1,8,1
6296,2,2006460009667,3,12,8,4,5,3,2,CV-41,4.2,4,2,1,1,5,3,2,3,3,2,1,2,1,1,1,5,6,8,1,1,1,9,14,3,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,715931.659,4322678.316,49.556,Cob,14949,0,0,1,11,6
6300,2,2006460009669,3,12,3,6,7,3,4,CV-35,4.5,4,5,1,1,2,3,2,3,4,2,2,2,1,2,2,7,7,4,1,3,1,9,14,3,1,3,NaN,2,4,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,655246.047,4422938.623,943.174,Per,129800,0,0,0,18,1
6302,2,2006460009674,3,12,7,3,4,2,1,CV-50,28.3,28,3,0,1,5,3,2,3,3,2,2,2,2,2,2,7,7,8,1,3,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,NaN,NaN,71,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,2,1,1,716685.832,4340783.902,0.714,Sec,22320,0,0,0,7,2
6305,2,2006460009678,3,12,10,1,7,3,1,CV-41,6.3,6,3,1,1,5,3,2,3,4,2,1,2,1,2,1,7,7,8,1,4,1,9,14,3,1,1,NaN,2,NaN,NaN,,21,21,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,716730.784,4324461.178,34.395,Pri,9723,0,1,0,1,1
6306,2,2006460009685,3,12,5,6,2,1,1,CV-33,4.9,4,9,1,1,2,3,2,3,4,2,2,2,1,2,1,7,7,8,1,4,1,9,14,3,1,1,NaN,1,NaN,NaN,,21,24,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,1,2,1,2,722125.628,4364120.877,-5.997,Sec,25041,0,0,0,19,1
6310,2,2006460009695,3,12,5,5,2,2,1,CV-36,5.2,5,2,0,1,2,3,2,3,3,2,2,2,2,2,2,7,7,8,1,1,1,9,14,2,1,1,NaN,1,NaN,NaN,,NaN,,NaN,,NaN,63,60,NaN,1,4,2,1,2,1,1,2,1,1,1,1,1,1,1,1,1,1,1,2,1,1,713062.773,4368966.874,56.533,Cob,34231,0,0,0,15,2
6312,2,2006460009717,3,12,10,4,7,3,2,CV-81,6.3,6,3,0,1,1,3,2,3,2,2,1,2,2,2,2,2,1,8,1,1,1,9,14,3,1,1,NaN,1,2,NaN,,NaN,,NaN,,NaN,NaN,NaN,NaN,1,4,1,1,2,1,1,1,2,1,1,1,1,1,1,1,1,1,1,2,1,1,707520.605,4298209.43,391.75,Cob,3706,0,1,1,13,7
6313,2,2006460009723,3,12,7,4,4,1,1,CV-333,0,0,0,0,1,5,3,2,3,3,2,1,1,1,1,1,5,2,8,1,1,1,9,14,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,53,50,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,718440.462,4386349.881,71.597,Sec,7019,0,0,0,14,6
6315,2,2006460009730,3,12,8,3,5,1,1,CV-35,11,11,0,0,1,1,3,2,3,3,2,2,2,1,2,2,7,7,8,1,1,1,9,8,1,1,1,NaN,2,NaN,NaN,,NaN,,NaN,,NaN,62,60,NaN,1,4,2,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,2,1,1,715524.068,4381914.297,86.876,Per,76008,0,0,1,8,1
